x1,x2,y
4.200932725359097,5.963914990465083,0
2.4573644270818216,5.397918328380019,0
0.1498232753703168,4.148300006863679,0
2.3363707689421895,5.367687139557802,0
2.4230147763623244,4.4422742814482925,0
2.1283018451343434,6.781018980109477,0
3.1344323668678795,7.2245030667175705,0
1.9565630583341558,5.606796475820568,0
2.011251549205148,6.260343155360525,0
6.411158718856647,9.699762965605053,0
-1.0268629882056834,1.3182176005228081,0
0.9673677578738209,2.558012437194075,0
2.8440309859943578,6.149364163570724,0
2.2958340706634384,6.033339336804425,0
4.002741684086024,7.2486345205070535,0
2.2846024660011386,6.37084596254544,0
2.8017011589200704,7.845769751781976,0
3.293444228282749,6.313693389327491,0
2.816537933130053,5.919492592227575,0
0.04389978981352893,4.229841637079256,0
4.053845400013643,7.195751779869743,0
2.737837035112932,5.0496184899298475,0
2.490232764100726,6.1792741178171635,0
3.3154484287537924,5.462583831258571,0
2.2863218336209044,4.478521835216925,0
-0.4413689874563902,3.1840648250634453,0
1.3312331630339287,5.470689233818771,0
2.61037174837333,4.36735998223015,0
3.0050843163875163,6.164116522833923,0
-0.8843312479267933,2.482454948176908,0
4.163604134180533,7.465775494991818,0
3.885746393704837,6.427299633067342,0
1.2858659333153237,4.167215965200565,0
1.316939750715971,4.345541761651963,0
2.878197276927697,7.464249357793625,0
1.0320737047419763,5.046123941243337,0
2.6447130517360553,6.109252343212025,0
2.9477471309206016,4.6949296158181655,0
0.48478183984580925,3.514260531740703,0
3.232982588821776,6.442200923178742,0
2.047603866588309,5.842908215666152,0
4.342134689749171,7.3949017799656325,0
3.2027592084070244,4.3458686691420665,0
0.6076673401847905,3.5897752060244588,0
2.1206958647267804,3.866959049797148,0
-0.5410391848904856,3.231702056512237,0
2.2313929937969696,5.254509339433171,0
1.5337603620020803,6.8830743188452015,0
1.0954018868335664,4.946103138951459,0
1.1331018966760829,3.96151280890653,0
2.850007454075479,2.770697954514708,0
0.9423867027529742,5.131045410999468,0
0.3801346027329189,5.378058616335564,0
1.2158523758948898,3.897858406296805,0
3.2725573652249436,5.595266677073515,0
2.052741303103826,6.35220826103762,0
4.69423042775805,6.738219994925761,0
0.9843956655854136,4.749768222914093,0
2.3036296124518953,5.934282792483289,0
2.668527966552719,7.11952700419641,0
0.6864698007652263,3.9965129277538534,0
3.041913665274498,7.421168460958119,0
2.958119113022088,5.8670533404185425,0
3.840520961908715,7.020741469587639,0
3.3838763078297993,4.203210377825404,0
-0.24393131911084653,4.660163402157098,0
3.428568805161134,5.5725845692812594,0
