x1,x2
1.569816986761147,0.8481360756325553
1.1055685101698616,4.215156249691907
2.3913122871514014,2.846846275975649
3.5928223541906315,0.43007218362360544
0.42165530669734963,3.004403618756136
2.982924284640682,1.943857661404177
2.9418484630890673,2.757941487229787
1.6308611010033984,2.7804284649190736
1.327866778912223,3.297201041865096
1.6341728835562894,1.5543630567516573
1.0440154060147022,3.5598379319600846
2.950073418009019,2.304241975574392
3.8411246847812537,1.707594865147264
2.3937442906527235,2.040404809784698
0.9001699981175468,1.748207990431048
2.0071545984462857,0.7738231359113965
1.132774311587084,1.1753019580901851
0.6132393473307962,3.3985205469845647
2.2361474931385072,0.8260793238924617
4.060612395245517,1.386881999273288
3.679862270660845,2.6550767904354724
2.311462625308292,1.2833186218888128
3.037519306145689,2.378855694705857
3.3252879376485787,2.1972780993628342
3.338330980546209,1.497951622959698
4.761885221572273,3.554563720104346
3.3111655137545064,0.7952705797266586
1.4993273518915078,2.3130601534646744
2.336449053921986,0.4904845012126473
2.6215902390023205,2.437748153649223
1.2586237284290744,2.3064728420052343
3.3934578710060785,0.11056752408266246
3.3818067595506927,0.6457381738584593
1.0487045157344845,0.12268182749803591
1.8700580664742041,3.0947655061582537
3.4618093848390714,3.637373709645469
2.9298623801657904,2.932002575304205
3.2875853044099435,1.9829759104483609
1.029688248650095,1.5260536183114148
2.7157109620847053,2.51939364830122
1.1094015136061595,0.015490330849230904
2.526291009654871,4.174223407550164
3.0450968289464138,2.133145432487479
1.1905520641406842,0.2627610434773582
3.484109930709997,2.925836317311
5.255030410054574,3.731068544433329
1.6641095749133692,2.0771928251911107
2.939295915774098,1.525301965922313
2.4829551622314336,2.397536634162389
2.672012547231683,3.396488782380481
3.7052551943925605,2.8598128693629743
2.4001416310927612,2.3361986735820626
2.491174942708603,0.8350681993401743
2.736275589933552,2.121463060957064
1.3768116337691647,1.6182671057804114
3.2620824021483266,2.511145769714424
2.031588116756204,1.1751294026357033
1.795275254735124,2.5148012318404116
2.060795230879128,0.6498335151079924
2.780232911976864,2.1667477863939224
3.6850692207241975,1.6305856551357976
4.187538893771014,3.0369502023906154
1.2727251821131278,0.8032592422265079
3.11359669574754,1.6981138099241213
2.631133226418587,3.9850192731869885
2.3671682921275092,2.3012641213867013
1.7223217676767764,2.2247169212337488
1.7382355301410897,1.282601061500053
3.1578445978673058,2.9542145049821396
2.492505120694413,1.5143312881787856
3.5147119804235833,2.1382539035575325
2.0076336221602684,3.3523572427024955
1.3440288903801896,2.194114063436037
2.6586513874531326,0.582132295133913
1.0386099234508779,0.6216939376897574
2.104726216867002,2.6785960699378935
1.9485705744573587,3.034882476640552
2.0611249903826154,3.4861588830888026
3.473561486399281,1.2688746164907339
1.8812502073943227,3.087840918115571
3.4900336975704973,3.3991027683444317
1.8656921717822976,0.024383984928870284
2.910544601009523,1.6146160189429362
2.427859632185876,1.9799581417132053
2.9594529986353075,1.5533533002688933
3.3338982940947064,3.6578521131617006
3.101495336624492,2.2747537861756366
1.835534394616621,0.7723387956763015
1.4601352828438687,3.900733960388023
0.9347386027992706,2.7377547395556485
0.9234812685713498,1.1332975101477194
3.5706900890021815,2.5611562858724413
0.7981107649879227,-0.0772792699536331
3.6421475639532743,2.4443559865082523
1.8037988790501924,1.0392358399717838
2.8150015132406336,3.0406911663134433
2.2839750999800588,3.1082391050886504
2.8752283492582813,3.2616883801698195
3.0221700917209153,2.2548184058706475
3.411802474613325,3.092962847739095
0.7450544051100532,3.040169898570926
1.505653236957448,3.510019362608401
